date,time,district_code,district,accident_type,weather_state,vehicle_type,person_type,age_range,sex,injury_type,coordinate_x_utm,coordinate_y_utm,positive_alcohol,positive_drug,datetime,accidents,month,year,quarter,country,region,city,postal_code
2019-09-05 00:00:00,18:05:00,15,ciudad lineal,side collision,clear,bicycle,driver,51 to 60,male,mild,443.610.525,4.479.390.361,0,0,2019-09-05 18:05:00,1,9,2019,3,spain,comunidad de madrid,madrid,28027
2019-09-03 00:00:00,20:20:00,12,usera,side collision,clear,bicycle,driver,younger than 21,male,low,441.706.175,4.468.611.738,0,0,2019-09-03 20:20:00,1,9,2019,3,spain,comunidad de madrid,madrid,28026
2019-09-05 00:00:00,21:15:00,14,moratalaz,run over a person,clear,bicycle,driver,31 to 40,male,low,444.640.077,4.473.893.699,0,0,2019-09-05 21:15:00,1,9,2019,3,spain,comunidad de madrid,madrid,28030
2019-09-05 00:00:00,21:15:00,14,moratalaz,run over a person,clear,bicycle,pedestrian,younger than 21,male,low,444.640.077,4.473.893.699,0,0,2019-09-05 21:15:00,1,9,2019,3,spain,comunidad de madrid,madrid,28030
2019-09-04 00:00:00,15:50:00,12,usera,side collision,unknown,bicycle,driver,51 to 60,male,unknown,439.652.142,4.469.039.873,0,0,2019-09-04 15:50:00,1,9,2019,3,spain,comunidad de madrid,madrid,28026
2019-09-07 00:00:00,5:35:00,1,centro,fall,clear,bicycle,driver,21 to 30,male,mild,439.321.460,4.473.946.312,0,0,2019-09-07 05:35:00,1,9,2019,3,spain,comunidad de madrid,madrid,28012
2019-09-07 00:00:00,13:00:00,3,retiro,rear,clear,bicycle,driver,41 to 50,male,low,441.473.169,4.473.187.718,0,0,2019-09-07 13:00:00,1,9,2019,3,spain,comunidad de madrid,madrid,28009
2019-09-07 00:00:00,12:00:00,2,arganzuela,lateral front collision,clear,bicycle,driver,41 to 50,male,mild,441.229.948,4.471.297.050,0,0,2019-09-07 12:00:00,1,9,2019,3,spain,comunidad de madrid,madrid,28005
2019-09-08 00:00:00,11:55:00,11,carabanchel,run over a person,clear,bicycle,driver,41 to 50,male,mild,438.972.808,4.472.350.909,0,0,2019-09-08 11:55:00,1,9,2019,3,spain,comunidad de madrid,madrid,28025
2019-09-08 00:00:00,11:55:00,11,carabanchel,run over a person,clear,bicycle,pedestrian,21 to 30,female,mild,438.972.808,4.472.350.909,0,0,2019-09-08 11:55:00,1,9,2019,3,spain,comunidad de madrid,madrid,28025
2019-09-09 00:00:00,12:50:00,4,salamanca,run over a person,clear,bicycle,driver,51 to 60,male,low,442.877.656,4.475.548.369,0,0,2019-09-09 12:50:00,1,9,2019,3,spain,comunidad de madrid,madrid,28020
2019-09-09 00:00:00,12:50:00,4,salamanca,run over a person,clear,bicycle,pedestrian,over 60,female,mild,442.877.656,4.475.548.369,0,0,2019-09-09 12:50:00,1,9,2019,3,spain,comunidad de madrid,madrid,28020
2019-09-08 00:00:00,21:00:00,9,moncloa-aravaca,fall,clear,bicycle,driver,21 to 30,male,mild,439.303.900,4.474.919.047,0,0,2019-09-08 21:00:00,1,9,2019,3,spain,comunidad de madrid,madrid,28011
2019-09-09 00:00:00,18:35:00,1,centro,run over a person,clear,bicycle,driver,younger than 21,female,low,439.497.352,4.474.394.206,0,0,2019-09-09 18:35:00,1,9,2019,3,spain,comunidad de madrid,madrid,28012
2019-09-09 00:00:00,18:35:00,1,centro,run over a person,clear,bicycle,pedestrian,over 60,male,mild,439.497.352,4.474.394.206,0,0,2019-09-09 18:35:00,1,9,2019,3,spain,comunidad de madrid,madrid,28012
2019-09-09 00:00:00,6:50:00,12,usera,rear,clear,bicycle,driver,21 to 30,male,mild,441.088.056,4.469.193.620,0,0,2019-09-09 06:50:00,1,9,2019,3,spain,comunidad de madrid,madrid,28026
2019-09-11 00:00:00,7:50:00,1,centro,lateral front collision,clear,bicycle,driver,31 to 40,female,mild,440.248.601,4.474.241.521,0,0,2019-09-11 07:50:00,1,9,2019,3,spain,comunidad de madrid,madrid,28012
2019-09-10 00:00:00,22:15:00,7,chamberí,side collision,clear,bicycle,driver,41 to 50,female,mild,441.325.760,4.477.036.086,0,0,2019-09-10 22:15:00,1,9,2019,3,spain,comunidad de madrid,madrid,28010
2019-09-10 00:00:00,14:30:00,5,chamartín,fall,clear,bicycle,driver,31 to 40,male,mild,441.868.571,4.478.125.175,0,0,2019-09-10 14:30:00,1,9,2019,3,spain,comunidad de madrid,madrid,28036
2019-09-10 00:00:00,15:40:00,5,chamartín,rear,clear,bicycle,driver,41 to 50,male,mild,442.473.306,4.477.259.827,0,0,2019-09-10 15:40:00,1,9,2019,3,spain,comunidad de madrid,madrid,28036
2019-09-09 00:00:00,13:20:00,12,usera,other,clear,bicycle,driver,younger than 21,male,mild,441.561.674,4.470.025.172,0,0,2019-09-09 13:20:00,1,9,2019,3,spain,comunidad de madrid,madrid,28026
2019-09-12 00:00:00,11:00:00,16,hortaleza,run over a person,clear,bicycle,driver,31 to 40,male,low,444.204.449,4.480.809.071,0,1,2019-09-12 11:00:00,1,9,2019,3,spain,comunidad de madrid,madrid,28004
2019-09-12 00:00:00,11:00:00,16,hortaleza,run over a person,clear,bicycle,pedestrian,over 60,female,mild,444.204.449,4.480.809.071,0,0,2019-09-12 11:00:00,1,9,2019,3,spain,comunidad de madrid,madrid,28004
2019-09-12 00:00:00,12:04:00,15,ciudad lineal,run over a person,clear,bicycle,driver,51 to 60,male,mild,444.650.143,4.475.221.788,0,0,2019-09-12 12:04:00,1,9,2019,3,spain,comunidad de madrid,madrid,28027
2019-09-12 00:00:00,12:04:00,15,ciudad lineal,run over a person,clear,bicycle,pedestrian,over 60,female,mild,444.650.143,4.475.221.788,0,0,2019-09-12 12:04:00,1,9,2019,3,spain,comunidad de madrid,madrid,28027
2019-09-12 00:00:00,13:15:00,4,salamanca,fall,clear,bicycle,driver,51 to 60,female,mild,441.340.300,4.474.572.185,0,0,2019-09-12 13:15:00,1,9,2019,3,spain,comunidad de madrid,madrid,28020
2019-09-11 00:00:00,17:25:00,16,hortaleza,fall,clear,bicycle,driver,51 to 60,female,mild,443.708.537,4.480.078.960,0,0,2019-09-11 17:25:00,1,9,2019,3,spain,comunidad de madrid,madrid,28004
2019-09-10 00:00:00,7:20:00,16,hortaleza,side collision,clear,bicycle,driver,41 to 50,female,mild,444.946.974,4.481.404.355,0,0,2019-09-10 07:20:00,1,9,2019,3,spain,comunidad de madrid,madrid,28004
2019-09-10 00:00:00,13:15:00,9,moncloa-aravaca,rear,clear,bicycle,driver,21 to 30,male,mild,439.359.486,4.474.725.186,0,0,2019-09-10 13:15:00,1,9,2019,3,spain,comunidad de madrid,madrid,28011
2019-09-12 00:00:00,20:00:00,16,hortaleza,lateral front collision,clear,bicycle,driver,51 to 60,male,mild,444.945.483,4.481.407.337,0,0,2019-09-12 20:00:00,1,9,2019,3,spain,comunidad de madrid,madrid,28004
2019-09-12 00:00:00,21:35:00,16,hortaleza,fall,clear,bicycle,driver,51 to 60,male,mild,446.261.092,4.480.538.336,0,0,2019-09-12 21:35:00,1,9,2019,3,spain,comunidad de madrid,madrid,28004
2019-09-14 00:00:00,11:50:00,18,villa de vallecas,fall,cloudy,bicycle,driver,over 60,male,mild,450.522.831,4.468.455.742,0,0,2019-09-14 11:50:00,1,9,2019,3,spain,comunidad de madrid,madrid,28031
2019-09-14 00:00:00,1:49:00,4,salamanca,fall,clear,bicycle,driver,21 to 30,male,mild,442.235.267,4.474.872.744,0,0,2019-09-14 01:49:00,1,9,2019,3,spain,comunidad de madrid,madrid,28020
2019-09-14 00:00:00,11:30:00,3,retiro,run over a person,clear,bicycle,driver,21 to 30,male,low,442.073.318,4.473.598.667,0,0,2019-09-14 11:30:00,1,9,2019,3,spain,comunidad de madrid,madrid,28009
2019-09-14 00:00:00,11:30:00,3,retiro,run over a person,clear,bicycle,pedestrian,over 60,female,mild,442.073.318,4.473.598.667,0,0,2019-09-14 11:30:00,1,9,2019,3,spain,comunidad de madrid,madrid,28009
2019-09-15 00:00:00,9:20:00,6,tetuán,rear,clear,bicycle,driver,younger than 21,male,mild,441.160.158,4.480.126.605,0,0,2019-09-15 09:20:00,1,9,2019,3,spain,comunidad de madrid,madrid,28013
2019-09-14 00:00:00,16:19:00,7,chamberí,fall,light rain,bicycle,driver,31 to 40,male,mild,440.689.672,4.475.870.085,0,0,2019-09-14 16:19:00,1,9,2019,3,spain,comunidad de madrid,madrid,28010
2019-09-16 00:00:00,17:00:00,4,salamanca,side collision,clear,bicycle,driver,31 to 40,male,mild,441.892.431,4.474.677.168,0,0,2019-09-16 17:00:00,1,9,2019,3,spain,comunidad de madrid,madrid,28020
2019-09-15 00:00:00,21:45:00,1,centro,fall,clear,bicycle,driver,31 to 40,male,mild,439.601.216,4.473.169.600,0,0,2019-09-15 21:45:00,1,9,2019,3,spain,comunidad de madrid,madrid,28012
2019-09-13 00:00:00,15:15:00,1,centro,fall,light rain,bicycle,driver,41 to 50,female,mild,441.117.807,4.473.935.724,0,0,2019-09-13 15:15:00,1,9,2019,3,spain,comunidad de madrid,madrid,28012
2019-09-16 00:00:00,15:50:00,9,moncloa-aravaca,other,clear,bicycle,driver,over 60,male,mild,438.772.012,4.474.801.761,0,0,2019-09-16 15:50:00,1,9,2019,3,spain,comunidad de madrid,madrid,28011
2019-09-17 00:00:00,23:00:00,7,chamberí,rear,clear,bicycle,driver,31 to 40,male,mild,440.723.299,4.476.656.677,0,0,2019-09-17 23:00:00,1,9,2019,3,spain,comunidad de madrid,madrid,28010
2019-09-17 00:00:00,10:10:00,2,arganzuela,rear,clear,bicycle,driver,41 to 50,male,unknown,438.723.622,4.473.003.699,0,0,2019-09-17 10:10:00,1,9,2019,3,spain,comunidad de madrid,madrid,28005
2019-09-18 00:00:00,10:00:00,13,puente de vallecas,lateral front collision,clear,bicycle,driver,41 to 50,male,mild,444.373.257,4.470.112.373,0,0,2019-09-18 10:00:00,1,9,2019,3,spain,comunidad de madrid,madrid,28053
2019-09-17 00:00:00,20:05:00,14,moratalaz,run over a person,clear,bicycle,driver,younger than 21,male,low,444.759.115,4.473.122.262,0,0,2019-09-17 20:05:00,1,9,2019,3,spain,comunidad de madrid,madrid,28030
2019-09-17 00:00:00,20:05:00,14,moratalaz,run over a person,clear,bicycle,pedestrian,over 60,male,mild,444.759.115,4.473.122.262,0,0,2019-09-17 20:05:00,1,9,2019,3,spain,comunidad de madrid,madrid,28030
2019-09-18 00:00:00,15:20:00,1,centro,run over a person,clear,bicycle,driver,21 to 30,male,low,440.005.789,4.474.199.655,0,0,2019-09-18 15:20:00,1,9,2019,3,spain,comunidad de madrid,madrid,28012
2019-09-18 00:00:00,15:20:00,1,centro,run over a person,clear,bicycle,pedestrian,over 60,male,mild,440.005.789,4.474.199.655,0,0,2019-09-18 15:20:00,1,9,2019,3,spain,comunidad de madrid,madrid,28012
2019-09-18 00:00:00,17:55:00,3,retiro,side collision,clear,bicycle,driver,41 to 50,female,mild,443.158.382,4.473.373.452,0,0,2019-09-18 17:55:00,1,9,2019,3,spain,comunidad de madrid,madrid,28009
2019-09-19 00:00:00,13:15:00,13,puente de vallecas,front collision,clear,bicycle,driver,21 to 30,male,low,444.336.703,4.469.598.538,0,0,2019-09-19 13:15:00,1,9,2019,3,spain,comunidad de madrid,madrid,28053
2019-09-19 00:00:00,13:15:00,13,puente de vallecas,front collision,clear,bicycle,driver,51 to 60,male,mild,444.336.703,4.469.598.538,0,0,2019-09-19 13:15:00,1,9,2019,3,spain,comunidad de madrid,madrid,28053
2019-09-18 00:00:00,19:40:00,16,hortaleza,lateral front collision,clear,bicycle,driver,41 to 50,male,unknown,443.799.577,4.481.704.225,0,0,2019-09-18 19:40:00,1,9,2019,3,spain,comunidad de madrid,madrid,28004
2019-09-19 00:00:00,17:50:00,6,tetuán,lateral front collision,clear,bicycle,driver,31 to 40,male,mild,441.046.824,4.478.192.989,0,0,2019-09-19 17:50:00,1,9,2019,3,spain,comunidad de madrid,madrid,28013
2019-09-19 00:00:00,17:25:00,1,centro,side collision,clear,bicycle,driver,over 60,female,mild,440.125.611,4.474.640.708,0,0,2019-09-19 17:25:00,1,9,2019,3,spain,comunidad de madrid,madrid,28012
2019-09-19 00:00:00,10:40:00,2,arganzuela,run over a person,clear,bicycle,driver,21 to 30,male,unknown,440.284.651,4.472.901.307,0,0,2019-09-19 10:40:00,1,9,2019,3,spain,comunidad de madrid,madrid,28005
2019-09-19 00:00:00,10:40:00,2,arganzuela,run over a person,clear,bicycle,pedestrian,over 60,female,unknown,440.284.651,4.472.901.307,0,0,2019-09-19 10:40:00,1,9,2019,3,spain,comunidad de madrid,madrid,28005
2019-09-18 00:00:00,17:23:00,12,usera,fall,clear,bicycle,driver,51 to 60,female,mild,440.240.883,4.471.167.835,0,0,2019-09-18 17:23:00,1,9,2019,3,spain,comunidad de madrid,madrid,28026
2019-09-21 00:00:00,13:40:00,6,tetuán,rear,clear,bicycle,driver,41 to 50,male,mild,440.522.429,4.478.782.476,0,0,2019-09-21 13:40:00,1,9,2019,3,spain,comunidad de madrid,madrid,28013
2019-09-20 00:00:00,21:38:00,7,chamberí,lateral front collision,light rain,bicycle,driver,21 to 30,male,unknown,440.990.977,4.477.268.849,0,0,2019-09-20 21:38:00,1,9,2019,3,spain,comunidad de madrid,madrid,28010
2019-09-21 00:00:00,12:00:00,8,fuencarral-el pardo,fall,clear,bicycle,driver,51 to 60,male,mild,442.222.442,4.484.862.371,0,0,2019-09-21 12:00:00,1,9,2019,3,spain,comunidad de madrid,madrid,28048
2019-09-22 00:00:00,12:00:00,1,centro,side collision,clear,bicycle,driver,31 to 40,male,mild,440.671.889,4.475.535.284,0,0,2019-09-22 12:00:00,1,9,2019,3,spain,comunidad de madrid,madrid,28012
2019-09-23 00:00:00,18:10:00,7,chamberí,lateral front collision,unknown,bicycle,driver,21 to 30,male,unknown,440.990.679,4.475.483.072,0,0,2019-09-23 18:10:00,1,9,2019,3,spain,comunidad de madrid,madrid,28010
2019-09-23 00:00:00,20:40:00,14,moratalaz,fall,clear,bicycle,driver,21 to 30,male,mild,446.708.016,4.472.242.123,0,0,2019-09-23 20:40:00,1,9,2019,3,spain,comunidad de madrid,madrid,28030
2019-09-23 00:00:00,21:39:00,9,moncloa-aravaca,fall,clear,bicycle,driver,51 to 60,male,mild,439.227.605,4.475.798.562,0,0,2019-09-23 21:39:00,1,9,2019,3,spain,comunidad de madrid,madrid,28011
2019-09-23 00:00:00,21:39:00,9,moncloa-aravaca,fall,clear,bicycle,pedestrian,younger than 21,female,low,439.227.605,4.475.798.562,0,0,2019-09-23 21:39:00,1,9,2019,3,spain,comunidad de madrid,madrid,28011
2019-09-23 00:00:00,17:35:00,1,centro,run over a person,clear,bicycle,driver,31 to 40,male,low,440.385.165,4.474.251.779,0,0,2019-09-23 17:35:00,1,9,2019,3,spain,comunidad de madrid,madrid,28012
2019-09-23 00:00:00,17:35:00,1,centro,run over a person,clear,bicycle,pedestrian,over 60,female,mild,440.385.165,4.474.251.779,0,0,2019-09-23 17:35:00,1,9,2019,3,spain,comunidad de madrid,madrid,28012
2019-09-23 00:00:00,18:31:00,9,moncloa-aravaca,fall,clear,bicycle,driver,31 to 40,male,mild,438.034.595,4.474.391.111,0,0,2019-09-23 18:31:00,1,9,2019,3,spain,comunidad de madrid,madrid,28011
2019-09-23 00:00:00,21:15:00,2,arganzuela,front collision,clear,bicycle,driver,unknown,unknown,unknown,438.779.879,4.473.483.646,0,0,2019-09-23 21:15:00,1,9,2019,3,spain,comunidad de madrid,madrid,28005
2019-09-24 00:00:00,14:30:00,7,chamberí,rear,clear,bicycle,driver,31 to 40,male,mild,441.357.225,4.477.455.236,0,0,2019-09-24 14:30:00,1,9,2019,3,spain,comunidad de madrid,madrid,28010
2019-09-24 00:00:00,19:40:00,14,moratalaz,front collision,clear,bicycle,driver,21 to 30,male,mild,446.799.839,4.473.897.791,0,0,2019-09-24 19:40:00,1,9,2019,3,spain,comunidad de madrid,madrid,28030
2019-09-24 00:00:00,19:40:00,14,moratalaz,front collision,clear,bicycle,driver,51 to 60,male,mild,446.799.839,4.473.897.791,0,0,2019-09-24 19:40:00,1,9,2019,3,spain,comunidad de madrid,madrid,28030
2019-09-24 00:00:00,21:10:00,9,moncloa-aravaca,fall,clear,bicycle,driver,31 to 40,male,mild,436.657.882,4.474.038.806,0,0,2019-09-24 21:10:00,1,9,2019,3,spain,comunidad de madrid,madrid,28011
2019-09-26 00:00:00,9:25:00,6,tetuán,lateral front collision,clear,bicycle,driver,unknown,unknown,unknown,441.016.807,4.478.205.423,0,0,2019-09-26 09:25:00,1,9,2019,3,spain,comunidad de madrid,madrid,28013
2019-09-25 00:00:00,21:30:00,5,chamartín,lateral front collision,clear,bicycle,driver,21 to 30,male,mild,441.565.253,4.479.225.989,0,0,2019-09-25 21:30:00,1,9,2019,3,spain,comunidad de madrid,madrid,28036
2019-09-26 00:00:00,14:20:00,4,salamanca,multiple collision,clear,bicycle,driver,21 to 30,male,unknown,441.678.140,4.475.417.420,0,0,2019-09-26 14:20:00,1,9,2019,3,spain,comunidad de madrid,madrid,28020
2019-09-26 00:00:00,23:43:00,1,centro,rear,clear,bicycle,driver,21 to 30,male,low,441.222.268,4.473.433.698,0,0,2019-09-26 23:43:00,1,9,2019,3,spain,comunidad de madrid,madrid,28012
2019-09-27 00:00:00,11:22:00,17,villaverde,lateral front collision,clear,bicycle,driver,51 to 60,male,severe,438.946.413,4.465.117.354,0,0,2019-09-27 11:22:00,1,9,2019,3,spain,comunidad de madrid,madrid,28021
2019-09-27 00:00:00,12:50:00,1,centro,multiple collision,clear,bicycle,driver,31 to 40,male,mild,438.880.276,4.474.368.072,0,0,2019-09-27 12:50:00,1,9,2019,3,spain,comunidad de madrid,madrid,28012
2019-09-26 00:00:00,21:55:00,2,arganzuela,rear,clear,bicycle,driver,41 to 50,male,mild,441.056.330,4.471.863.777,0,0,2019-09-26 21:55:00,1,9,2019,3,spain,comunidad de madrid,madrid,28005
2019-09-27 00:00:00,20:05:00,3,retiro,run over a person,clear,bicycle,driver,51 to 60,male,low,443.205.905,4.474.715.298,0,0,2019-09-27 20:05:00,1,9,2019,3,spain,comunidad de madrid,madrid,28009
2019-09-27 00:00:00,20:05:00,3,retiro,run over a person,clear,bicycle,pedestrian,over 60,female,mild,443.205.905,4.474.715.298,0,0,2019-09-27 20:05:00,1,9,2019,3,spain,comunidad de madrid,madrid,28009
2019-09-27 00:00:00,22:40:00,2,arganzuela,lateral front collision,clear,bicycle,driver,younger than 21,male,mild,440.696.308,4.471.686.935,0,0,2019-09-27 22:40:00,1,9,2019,3,spain,comunidad de madrid,madrid,28005
2019-09-29 00:00:00,16:25:00,4,salamanca,side collision,clear,bicycle,driver,31 to 40,male,mild,443.668.783,4.475.723.128,0,0,2019-09-29 16:25:00,1,9,2019,3,spain,comunidad de madrid,madrid,28020
2019-09-29 00:00:00,20:31:00,1,centro,fall,clear,bicycle,driver,41 to 50,male,mild,440.950.639,4.473.159.832,1,0,2019-09-29 20:31:00,1,9,2019,3,spain,comunidad de madrid,madrid,28012
2019-09-29 00:00:00,6:10:00,1,centro,fall,clear,bicycle,driver,31 to 40,male,mild,439.783.606,4.474.929.637,0,0,2019-09-29 06:10:00,1,9,2019,3,spain,comunidad de madrid,madrid,28012
2019-09-29 00:00:00,12:10:00,3,retiro,side collision,clear,bicycle,driver,31 to 40,male,low,442.051.770,4.473.595.088,0,0,2019-09-29 12:10:00,1,9,2019,3,spain,comunidad de madrid,madrid,28009
2019-09-29 00:00:00,12:10:00,3,retiro,side collision,clear,bicycle,driver,31 to 40,female,mild,442.051.770,4.473.595.088,0,0,2019-09-29 12:10:00,1,9,2019,3,spain,comunidad de madrid,madrid,28009
2019-09-30 00:00:00,10:00:00,4,salamanca,side collision,clear,bicycle,driver,31 to 40,male,mild,441.520.218,4.475.452.464,0,0,2019-09-30 10:00:00,1,9,2019,3,spain,comunidad de madrid,madrid,28020
2019-09-30 00:00:00,14:15:00,18,villa de vallecas,side collision,clear,bicycle,driver,younger than 21,male,mild,448.185.834,4.468.393.346,0,0,2019-09-30 14:15:00,1,9,2019,3,spain,comunidad de madrid,madrid,28031
2019-09-29 00:00:00,20:45:00,5,chamartín,fall,clear,bicycle,driver,31 to 40,female,mild,442.778.227,4.476.937.067,0,0,2019-09-29 20:45:00,1,9,2019,3,spain,comunidad de madrid,madrid,28036
2019-09-30 00:00:00,22:45:00,7,chamberí,fall,clear,bicycle,driver,21 to 30,male,mild,441.141.145,4.475.346.921,0,0,2019-09-30 22:45:00,1,9,2019,3,spain,comunidad de madrid,madrid,28010
2019-09-28 00:00:00,13:20:00,9,moncloa-aravaca,side collision,clear,bicycle,driver,21 to 30,male,mild,436.713.953,4.474.151.674,0,0,2019-09-28 13:20:00,1,9,2019,3,spain,comunidad de madrid,madrid,28011
2019-09-28 00:00:00,13:20:00,9,moncloa-aravaca,side collision,clear,bicycle,driver,31 to 40,female,low,436.713.953,4.474.151.674,0,0,2019-09-28 13:20:00,1,9,2019,3,spain,comunidad de madrid,madrid,28011
2019-09-27 00:00:00,16:20:00,2,arganzuela,lateral front collision,clear,bicycle,driver,21 to 30,male,mild,440.872.423,4.472.803.501,0,0,2019-09-27 16:20:00,1,9,2019,3,spain,comunidad de madrid,madrid,28005
2019-09-30 00:00:00,15:30:00,7,chamberí,fall,unknown,bicycle,driver,31 to 40,female,unknown,439.431.289,4.476.442.945,0,0,2019-09-30 15:30:00,1,9,2019,3,spain,comunidad de madrid,madrid,28010
2019-10-01 00:00:00,20:00:00,15,ciudad lineal,run over a person,clear,bicycle,driver,21 to 30,male,low,445.587.201,4.476.293.877,0,1,2019-10-01 20:00:00,1,10,2019,4,spain,comunidad de madrid,madrid,28027
2019-10-01 00:00:00,20:00:00,15,ciudad lineal,run over a person,clear,bicycle,pedestrian,51 to 60,female,severe,445.587.201,4.476.293.877,0,0,2019-10-01 20:00:00,1,10,2019,4,spain,comunidad de madrid,madrid,28027
2019-10-02 00:00:00,12:20:00,1,centro,fall,clear,bicycle,driver,41 to 50,female,mild,440.297.252,4.473.929.424,0,0,2019-10-02 12:20:00,1,10,2019,4,spain,comunidad de madrid,madrid,28012
2019-09-28 00:00:00,13:35:00,9,moncloa-aravaca,fall,clear,bicycle,driver,41 to 50,male,mild,435.286.837,4.473.196.181,0,0,2019-09-28 13:35:00,1,9,2019,3,spain,comunidad de madrid,madrid,28011
2019-10-01 00:00:00,8:26:00,2,arganzuela,fall,clear,bicycle,driver,31 to 40,female,mild,441.002.758,4.470.975.055,0,0,2019-10-01 08:26:00,1,10,2019,4,spain,comunidad de madrid,madrid,28005
2019-10-02 00:00:00,14:45:00,6,tetuán,run over a person,clear,bicycle,driver,younger than 21,male,mild,440.228.431,4.477.888.236,0,0,2019-10-02 14:45:00,1,10,2019,4,spain,comunidad de madrid,madrid,28013
2019-10-02 00:00:00,14:45:00,6,tetuán,run over a person,clear,bicycle,pedestrian,21 to 30,female,mild,440.228.431,4.477.888.236,0,0,2019-10-02 14:45:00,1,10,2019,4,spain,comunidad de madrid,madrid,28013
2019-10-01 00:00:00,19:00:00,2,arganzuela,side collision,clear,bicycle,driver,21 to 30,female,mild,440.735.938,4.472.313.684,0,0,2019-10-01 19:00:00,1,10,2019,4,spain,comunidad de madrid,madrid,28005
2019-10-01 00:00:00,19:00:00,2,arganzuela,side collision,clear,bicycle,driver,31 to 40,male,low,440.735.938,4.472.313.684,0,0,2019-10-01 19:00:00,1,10,2019,4,spain,comunidad de madrid,madrid,28005
2019-10-02 00:00:00,15:45:00,4,salamanca,fall,clear,bicycle,driver,21 to 30,female,mild,441.828.979,4.475.767.712,0,0,2019-10-02 15:45:00,1,10,2019,4,spain,comunidad de madrid,madrid,28020
2019-09-29 00:00:00,22:25:00,4,salamanca,fall,clear,bicycle,driver,21 to 30,male,mild,442.695.549,4.476.621.192,0,0,2019-09-29 22:25:00,1,9,2019,3,spain,comunidad de madrid,madrid,28020
2019-10-01 00:00:00,13:30:00,12,usera,rear,clear,bicycle,driver,21 to 30,female,unknown,439.222.143,4.469.490.936,0,0,2019-10-01 13:30:00,1,10,2019,4,spain,comunidad de madrid,madrid,28026
2019-10-02 00:00:00,9:30:00,14,moratalaz,lateral front collision,clear,bicycle,driver,31 to 40,female,mild,444.728.097,4.473.492.584,0,0,2019-10-02 09:30:00,1,10,2019,4,spain,comunidad de madrid,madrid,28030
2019-10-03 00:00:00,9:38:00,6,tetuán,fall,clear,bicycle,driver,21 to 30,male,mild,441.423.585,4.478.525.647,0,0,2019-10-03 09:38:00,1,10,2019,4,spain,comunidad de madrid,madrid,28013
2019-10-03 00:00:00,9:20:00,11,carabanchel,lateral front collision,clear,bicycle,driver,over 60,male,low,438.236.331,4.470.886.026,0,0,2019-10-03 09:20:00,1,10,2019,4,spain,comunidad de madrid,madrid,28025
2019-10-01 00:00:00,21:15:00,4,salamanca,lateral front collision,clear,bicycle,driver,31 to 40,female,mild,441.627.587,4.476.319.545,0,0,2019-10-01 21:15:00,1,10,2019,4,spain,comunidad de madrid,madrid,28020
2019-10-02 00:00:00,19:23:00,4,salamanca,side collision,clear,bicycle,driver,younger than 21,male,low,441.426.344,4.475.133.488,0,0,2019-10-02 19:23:00,1,10,2019,4,spain,comunidad de madrid,madrid,28020
2019-10-02 00:00:00,23:05:00,9,moncloa-aravaca,lateral front collision,clear,bicycle,driver,51 to 60,male,mild,439.239.143,4.478.300.191,0,0,2019-10-02 23:05:00,1,10,2019,4,spain,comunidad de madrid,madrid,28011
2019-10-04 00:00:00,9:10:00,13,puente de vallecas,lateral front collision,clear,bicycle,driver,31 to 40,male,mild,443.763.452,4.469.940.899,0,0,2019-10-04 09:10:00,1,10,2019,4,spain,comunidad de madrid,madrid,28053
2019-10-03 00:00:00,14:10:00,7,chamberí,lateral front collision,clear,bicycle,driver,21 to 30,female,mild,440.723.448,4.476.292.665,0,0,2019-10-03 14:10:00,1,10,2019,4,spain,comunidad de madrid,madrid,28010
2019-10-03 00:00:00,14:10:00,7,chamberí,lateral front collision,clear,bicycle,driver,41 to 50,male,low,440.723.448,4.476.292.665,0,0,2019-10-03 14:10:00,1,10,2019,4,spain,comunidad de madrid,madrid,28010
2019-10-04 00:00:00,0:05:00,2,arganzuela,lateral front collision,clear,bicycle,driver,21 to 30,male,mild,440.079.680,4.472.758.614,0,0,2019-10-04 00:05:00,1,10,2019,4,spain,comunidad de madrid,madrid,28005
2019-09-28 00:00:00,14:40:00,11,carabanchel,lateral front collision,clear,bicycle,driver,31 to 40,male,mild,439.132.892,4.470.881.535,0,0,2019-09-28 14:40:00,1,9,2019,3,spain,comunidad de madrid,madrid,28025
2019-10-03 00:00:00,21:10:00,1,centro,fall,clear,bicycle,driver,younger than 21,male,unknown,440.344.322,4.474.251.184,0,0,2019-10-03 21:10:00,1,10,2019,4,spain,comunidad de madrid,madrid,28012
2019-10-02 00:00:00,20:05:00,11,carabanchel,fall,clear,bicycle,driver,41 to 50,female,mild,437.190.404,4.468.247.168,0,0,2019-10-02 20:05:00,1,10,2019,4,spain,comunidad de madrid,madrid,28025
2019-10-04 00:00:00,20:15:00,20,san blas-canillejas,fall,clear,bicycle,driver,21 to 30,male,mild,445.980.179,4.476.580.680,0,0,2019-10-04 20:15:00,1,10,2019,4,spain,comunidad de madrid,madrid,28022
2019-10-04 00:00:00,9:30:00,3,retiro,rear,clear,bicycle,driver,31 to 40,male,mild,441.310.475,4.474.542.510,0,0,2019-10-04 09:30:00,1,10,2019,4,spain,comunidad de madrid,madrid,28009
