date,time,district_code,district,accident_type,weather_state,vehicle_type,person_type,age_range,sex,injury_type,coordinate_x_utm,coordinate_y_utm,positive_alcohol,positive_drug,datetime,accidents,month,year,quarter,country,region,city,postal_code
2019-01-02 00:00:00,20:45:00,16,hortaleza,lateral front collision,clear,bicycle,driver,over 60,male,severe,444.591.127,4.479.784.701,0,0,2019-01-02 20:45:00,1,1,2019,1,spain,comunidad de madrid,madrid,28004
2019-01-03 00:00:00,10:30:00,9,moncloa-aravaca,fall,clear,bicycle,driver,younger than 21,male,mild,438.315.991,4.478.761.412,0,0,2019-01-03 10:30:00,1,1,2019,1,spain,comunidad de madrid,madrid,28011
2019-01-03 00:00:00,12:45:00,18,villa de vallecas,rear,clear,bicycle,driver,younger than 21,male,mild,448.366.684,4.469.893.796,0,0,2019-01-03 12:45:00,1,1,2019,1,spain,comunidad de madrid,madrid,28031
2019-01-03 00:00:00,12:45:00,18,villa de vallecas,rear,clear,bicycle,driver,21 to 30,male,low,448.366.684,4.469.893.796,0,0,2019-01-03 12:45:00,1,1,2019,1,spain,comunidad de madrid,madrid,28031
2019-01-03 00:00:00,14:30:00,18,villa de vallecas,rear,unknown,bicycle,driver,younger than 21,male,mild,447.078.477,4.470.344.997,0,0,2019-01-03 14:30:00,1,1,2019,1,spain,comunidad de madrid,madrid,28031
2019-01-04 00:00:00,17:10:00,5,chamartín,lateral front collision,clear,bicycle,driver,31 to 40,male,mild,442.893.724,4.477.784.651,0,0,2019-01-04 17:10:00,1,1,2019,1,spain,comunidad de madrid,madrid,28036
2019-01-04 00:00:00,13:35:00,14,moratalaz,lateral front collision,clear,bicycle,driver,over 60,male,mild,446.461.067,4.473.051.643,0,0,2019-01-04 13:35:00,1,1,2019,1,spain,comunidad de madrid,madrid,28030
2019-01-01 00:00:00,14:00:00,4,salamanca,rear,clear,bicycle,driver,21 to 30,male,mild,442.218.740,4.475.612.690,0,0,2019-01-01 14:00:00,1,1,2019,1,spain,comunidad de madrid,madrid,28020
2019-01-07 00:00:00,14:00:00,8,fuencarral-el pardo,lateral front collision,clear,bicycle,driver,31 to 40,male,mild,441.764.073,4.482.763.433,0,0,2019-01-07 14:00:00,1,1,2019,1,spain,comunidad de madrid,madrid,28048
2019-01-09 00:00:00,12:50:00,1,centro,rear,clear,bicycle,driver,younger than 21,male,unknown,439.854.516,4.474.862.412,0,0,2019-01-09 12:50:00,1,1,2019,1,spain,comunidad de madrid,madrid,28012
2019-01-08 00:00:00,13:03:00,8,fuencarral-el pardo,fall,clear,bicycle,driver,21 to 30,male,mild,441.249.856,4.484.718.672,0,0,2019-01-08 13:03:00,1,1,2019,1,spain,comunidad de madrid,madrid,28048
2019-01-09 00:00:00,14:50:00,11,carabanchel,side collision,clear,bicycle,driver,31 to 40,male,mild,439.160.331,4.471.027.621,0,0,2019-01-09 14:50:00,1,1,2019,1,spain,comunidad de madrid,madrid,28025
2019-01-08 00:00:00,20:55:00,2,arganzuela,run over a person,clear,bicycle,driver,41 to 50,male,low,442.128.793,4.471.041.676,0,0,2019-01-08 20:55:00,1,1,2019,1,spain,comunidad de madrid,madrid,28005
2019-01-08 00:00:00,20:55:00,2,arganzuela,run over a person,clear,bicycle,pedestrian,31 to 40,male,mild,442.128.793,4.471.041.676,0,0,2019-01-08 20:55:00,1,1,2019,1,spain,comunidad de madrid,madrid,28005
2019-01-12 00:00:00,22:15:00,11,carabanchel,crash against fixed obstacle,clear,bicycle,driver,21 to 30,male,mild,437.901.464,4.469.445.798,0,0,2019-01-12 22:15:00,1,1,2019,1,spain,comunidad de madrid,madrid,28025
2019-01-12 00:00:00,22:45:00,10,latina,crash against fixed obstacle,clear,bicycle,driver,21 to 30,male,mild,434.729.188,4.471.261.484,0,0,2019-01-12 22:45:00,1,1,2019,1,spain,comunidad de madrid,madrid,28047
2019-01-12 00:00:00,13:00:00,10,latina,rear,clear,bicycle,driver,41 to 50,male,low,434.184.773,4.471.970.438,0,0,2019-01-12 13:00:00,1,1,2019,1,spain,comunidad de madrid,madrid,28047
2019-01-14 00:00:00,11:10:00,1,centro,fall,clear,bicycle,driver,41 to 50,male,mild,439.972.908,4.474.416.388,0,0,2019-01-14 11:10:00,1,1,2019,1,spain,comunidad de madrid,madrid,28012
2019-01-10 00:00:00,20:30:00,2,arganzuela,fall,clear,bicycle,driver,51 to 60,male,mild,439.999.601,4.472.603.749,0,0,2019-01-10 20:30:00,1,1,2019,1,spain,comunidad de madrid,madrid,28005
2019-01-14 00:00:00,16:30:00,15,ciudad lineal,side collision,clear,bicycle,driver,51 to 60,female,low,445.098.521,4.475.348.003,0,0,2019-01-14 16:30:00,1,1,2019,1,spain,comunidad de madrid,madrid,28027
2019-01-11 00:00:00,16:00:00,1,centro,lateral front collision,clear,bicycle,driver,21 to 30,male,low,439.942.934,4.474.788.750,0,0,2019-01-11 16:00:00,1,1,2019,1,spain,comunidad de madrid,madrid,28012
2019-01-16 00:00:00,9:00:00,15,ciudad lineal,lateral front collision,clear,bicycle,driver,31 to 40,male,mild,446.159.016,4.474.638.061,0,0,2019-01-16 09:00:00,1,1,2019,1,spain,comunidad de madrid,madrid,28027
2019-01-12 00:00:00,13:03:00,18,villa de vallecas,lateral front collision,unknown,bicycle,driver,younger than 21,female,mild,448.350.971,4.468.767.824,0,0,2019-01-12 13:03:00,1,1,2019,1,spain,comunidad de madrid,madrid,28031
2019-01-14 00:00:00,22:45:00,7,chamberí,lateral front collision,unknown,bicycle,driver,21 to 30,male,unknown,441.368.335,4.476.287.483,0,0,2019-01-14 22:45:00,1,1,2019,1,spain,comunidad de madrid,madrid,28010
2019-01-17 00:00:00,6:00:00,3,retiro,crash against fixed obstacle,clear,bicycle,driver,younger than 21,male,mild,442.783.223,4.474.144.945,0,0,2019-01-17 06:00:00,1,1,2019,1,spain,comunidad de madrid,madrid,28009
2019-01-16 00:00:00,15:20:00,7,chamberí,fall,clear,bicycle,driver,51 to 60,female,mild,439.979.228,4.475.787.600,0,0,2019-01-16 15:20:00,1,1,2019,1,spain,comunidad de madrid,madrid,28010
2019-01-14 00:00:00,20:20:00,8,fuencarral-el pardo,fall,clear,bicycle,driver,41 to 50,male,mild,434.035.836,4.486.268.312,0,0,2019-01-14 20:20:00,1,1,2019,1,spain,comunidad de madrid,madrid,28048
2019-01-17 00:00:00,16:15:00,5,chamartín,rear,clear,bicycle,driver,41 to 50,female,low,441.850.714,4.477.304.341,0,0,2019-01-17 16:15:00,1,1,2019,1,spain,comunidad de madrid,madrid,28036
2019-01-18 00:00:00,18:05:00,20,san blas-canillejas,front collision,unknown,bicycle,driver,41 to 50,male,unknown,451.549.039,4.477.091.339,1,0,2019-01-18 18:05:00,1,1,2019,1,spain,comunidad de madrid,madrid,28022
2019-01-19 00:00:00,21:10:00,4,salamanca,lateral front collision,light rain,bicycle,driver,21 to 30,male,mild,441.529.911,4.474.604.135,0,0,2019-01-19 21:10:00,1,1,2019,1,spain,comunidad de madrid,madrid,28020
2019-01-19 00:00:00,11:10:00,8,fuencarral-el pardo,fall,clear,bicycle,driver,31 to 40,male,mild,438.875.430,4.484.216.739,0,0,2019-01-19 11:10:00,1,1,2019,1,spain,comunidad de madrid,madrid,28048
2019-01-17 00:00:00,19:50:00,1,centro,side collision,clear,bicycle,driver,21 to 30,male,mild,439.899.054,4.474.381.586,0,0,2019-01-17 19:50:00,1,1,2019,1,spain,comunidad de madrid,madrid,28012
2019-01-18 00:00:00,7:55:00,1,centro,fall,clear,bicycle,driver,51 to 60,male,mild,441.007.753,4.475.438.297,0,0,2019-01-18 07:55:00,1,1,2019,1,spain,comunidad de madrid,madrid,28012
2019-01-21 00:00:00,16:50:00,16,hortaleza,lateral front collision,clear,bicycle,driver,younger than 21,male,mild,445.590.705,4.484.052.684,0,0,2019-01-21 16:50:00,1,1,2019,1,spain,comunidad de madrid,madrid,28004
2019-01-24 00:00:00,11:15:00,6,tetuán,run over a person,clear,bicycle,driver,51 to 60,male,low,440.734.502,4.479.027.422,0,0,2019-01-24 11:15:00,1,1,2019,1,spain,comunidad de madrid,madrid,28013
2019-01-24 00:00:00,11:15:00,6,tetuán,run over a person,clear,bicycle,pedestrian,51 to 60,female,mild,440.734.502,4.479.027.422,0,0,2019-01-24 11:15:00,1,1,2019,1,spain,comunidad de madrid,madrid,28013
2019-01-23 00:00:00,15:38:00,13,puente de vallecas,lateral front collision,clear,bicycle,driver,over 60,male,low,444.209.966,4.471.480.436,0,0,2019-01-23 15:38:00,1,1,2019,1,spain,comunidad de madrid,madrid,28053
2019-01-18 00:00:00,13:00:00,19,vicálvaro,lateral front collision,clear,bicycle,driver,over 60,male,mild,448.452.543,4.473.281.704,0,0,2019-01-18 13:00:00,1,1,2019,1,spain,comunidad de madrid,madrid,28052
2019-01-25 00:00:00,9:12:00,3,retiro,lateral front collision,clear,bicycle,driver,31 to 40,male,mild,441.419.410,4.474.558.056,0,0,2019-01-25 09:12:00,1,1,2019,1,spain,comunidad de madrid,madrid,28009
2019-01-26 00:00:00,21:35:00,4,salamanca,rear,clear,bicycle,driver,21 to 30,male,mild,442.430.470,4.476.525.038,0,0,2019-01-26 21:35:00,1,1,2019,1,spain,comunidad de madrid,madrid,28020
2019-01-28 00:00:00,18:00:00,2,arganzuela,fall,clear,bicycle,driver,51 to 60,male,low,442.507.828,4.471.603.239,0,0,2019-01-28 18:00:00,1,1,2019,1,spain,comunidad de madrid,madrid,28005
2019-01-27 00:00:00,16:15:00,1,centro,run over a person,clear,bicycle,driver,21 to 30,male,mild,440.960.299,4.474.465.363,0,0,2019-01-27 16:15:00,1,1,2019,1,spain,comunidad de madrid,madrid,28012
2019-01-27 00:00:00,16:15:00,1,centro,run over a person,clear,bicycle,pedestrian,21 to 30,female,low,440.960.299,4.474.465.363,0,0,2019-01-27 16:15:00,1,1,2019,1,spain,comunidad de madrid,madrid,28012
2019-01-12 00:00:00,22:25:00,11,carabanchel,lateral front collision,clear,bicycle,driver,younger than 21,male,mild,437.897.401,4.471.144.739,0,0,2019-01-12 22:25:00,1,1,2019,1,spain,comunidad de madrid,madrid,28025
2019-01-30 00:00:00,11:41:00,11,carabanchel,crash against fixed obstacle,clear,bicycle,driver,31 to 40,male,unknown,439.683.831,4.471.991.241,0,0,2019-01-30 11:41:00,1,1,2019,1,spain,comunidad de madrid,madrid,28025
2019-01-30 00:00:00,13:20:00,11,carabanchel,front collision,clear,bicycle,driver,younger than 21,female,mild,436.009.268,4.468.610.210,0,0,2019-01-30 13:20:00,1,1,2019,1,spain,comunidad de madrid,madrid,28025
2019-01-24 00:00:00,19:58:00,13,puente de vallecas,side collision,clear,bicycle,driver,31 to 40,male,low,443.619.585,4.471.900.704,0,0,2019-01-24 19:58:00,1,1,2019,1,spain,comunidad de madrid,madrid,28053
2019-02-02 00:00:00,0:03:00,4,salamanca,fall,clear,bicycle,driver,31 to 40,male,mild,441.729.535,4.476.572.025,0,0,2019-02-02 00:03:00,1,2,2019,1,spain,comunidad de madrid,madrid,28020
2019-02-01 00:00:00,13:30:00,3,retiro,rear,clear,bicycle,driver,31 to 40,female,mild,443.187.871,4.473.979.902,0,0,2019-02-01 13:30:00,1,2,2019,1,spain,comunidad de madrid,madrid,28009
2019-02-01 00:00:00,0:15:00,4,salamanca,lateral front collision,light rain,bicycle,driver,41 to 50,male,mild,443.411.557,4.476.215.867,0,0,2019-02-01 00:15:00,1,2,2019,1,spain,comunidad de madrid,madrid,28020
2019-02-02 00:00:00,11:07:00,12,usera,run over a person,clear,bicycle,driver,51 to 60,female,low,439.556.926,4.470.765.498,0,0,2019-02-02 11:07:00,1,2,2019,1,spain,comunidad de madrid,madrid,28026
2019-02-02 00:00:00,11:07:00,12,usera,run over a person,clear,bicycle,pedestrian,over 60,female,mild,439.556.926,4.470.765.498,0,0,2019-02-02 11:07:00,1,2,2019,1,spain,comunidad de madrid,madrid,28026
2019-02-06 00:00:00,8:05:00,8,fuencarral-el pardo,run over a person,clear,bicycle,driver,41 to 50,male,mild,441.854.106,4.482.446.712,0,0,2019-02-06 08:05:00,1,2,2019,1,spain,comunidad de madrid,madrid,28048
2019-02-06 00:00:00,8:05:00,8,fuencarral-el pardo,run over a person,clear,bicycle,pedestrian,younger than 21,female,mild,441.854.106,4.482.446.712,0,0,2019-02-06 08:05:00,1,2,2019,1,spain,comunidad de madrid,madrid,28048
2019-02-01 00:00:00,1:40:00,7,chamberí,lateral front collision,light rain,bicycle,driver,21 to 30,male,mild,440.471.429,4.477.057.485,0,0,2019-02-01 01:40:00,1,2,2019,1,spain,comunidad de madrid,madrid,28010
2019-02-06 00:00:00,10:25:00,4,salamanca,front collision,clear,bicycle,driver,51 to 60,male,mild,442.186.653,4.476.021.595,0,0,2019-02-06 10:25:00,1,2,2019,1,spain,comunidad de madrid,madrid,28020
2019-02-06 00:00:00,17:30:00,4,salamanca,rear,clear,bicycle,driver,41 to 50,male,unknown,442.981.558,4.475.311.486,0,0,2019-02-06 17:30:00,1,2,2019,1,spain,comunidad de madrid,madrid,28020
2019-02-03 00:00:00,17:00:00,9,moncloa-aravaca,fall,clear,bicycle,driver,41 to 50,female,mild,438.742.262,4.475.674.435,0,0,2019-02-03 17:00:00,1,2,2019,1,spain,comunidad de madrid,madrid,28011
2019-02-06 00:00:00,19:40:00,5,chamartín,lateral front collision,clear,bicycle,driver,31 to 40,male,mild,442.026.904,4.480.356.125,0,0,2019-02-06 19:40:00,1,2,2019,1,spain,comunidad de madrid,madrid,28036
2019-02-07 00:00:00,9:15:00,5,chamartín,crash against fixed obstacle,clear,bicycle,driver,31 to 40,male,mild,443.119.342,4.477.826.407,0,0,2019-02-07 09:15:00,1,2,2019,1,spain,comunidad de madrid,madrid,28036
2019-02-07 00:00:00,18:50:00,5,chamartín,fall,clear,bicycle,driver,31 to 40,female,mild,442.422.865,4.476.979.381,0,0,2019-02-07 18:50:00,1,2,2019,1,spain,comunidad de madrid,madrid,28036
2019-02-07 00:00:00,16:10:00,7,chamberí,rear,unknown,bicycle,driver,31 to 40,male,unknown,439.898.793,4.476.277.418,0,0,2019-02-07 16:10:00,1,2,2019,1,spain,comunidad de madrid,madrid,28010
2019-02-06 00:00:00,16:40:00,1,centro,fall,clear,bicycle,driver,31 to 40,male,mild,440.876.375,4.474.498.071,0,0,2019-02-06 16:40:00,1,2,2019,1,spain,comunidad de madrid,madrid,28012
2019-02-10 00:00:00,13:45:00,5,chamartín,side collision,clear,bicycle,driver,21 to 30,male,mild,442.551.261,4.478.226.356,0,0,2019-02-10 13:45:00,1,2,2019,1,spain,comunidad de madrid,madrid,28036
2019-02-08 00:00:00,22:30:00,1,centro,fall,unknown,bicycle,driver,51 to 60,female,mild,440.571.640,4.474.339.291,0,0,2019-02-08 22:30:00,1,2,2019,1,spain,comunidad de madrid,madrid,28012
2019-02-10 00:00:00,16:05:00,3,retiro,lateral front collision,unknown,bicycle,driver,21 to 30,male,unknown,442.124.157,4.473.170.424,0,0,2019-02-10 16:05:00,1,2,2019,1,spain,comunidad de madrid,madrid,28009
2019-02-08 00:00:00,21:40:00,1,centro,lateral front collision,clear,bicycle,driver,21 to 30,male,mild,440.179.370,4.473.656.788,0,0,2019-02-08 21:40:00,1,2,2019,1,spain,comunidad de madrid,madrid,28012
2019-02-11 00:00:00,14:15:00,4,salamanca,rear,clear,bicycle,driver,21 to 30,male,mild,442.051.387,4.474.763.641,0,0,2019-02-11 14:15:00,1,2,2019,1,spain,comunidad de madrid,madrid,28020
2019-02-11 00:00:00,16:13:00,4,salamanca,rear,clear,bicycle,driver,31 to 40,male,mild,441.589.896,4.474.763.660,0,0,2019-02-11 16:13:00,1,2,2019,1,spain,comunidad de madrid,madrid,28020
2019-02-02 00:00:00,11:30:00,13,puente de vallecas,side collision,clear,bicycle,driver,41 to 50,male,unknown,443.347.135,4.471.841.353,0,0,2019-02-02 11:30:00,1,2,2019,1,spain,comunidad de madrid,madrid,28053
2019-02-11 00:00:00,9:15:00,7,chamberí,lateral front collision,clear,bicycle,driver,21 to 30,male,mild,441.421.050,4.476.531.115,0,0,2019-02-11 09:15:00,1,2,2019,1,spain,comunidad de madrid,madrid,28010
2019-02-12 00:00:00,22:00:00,1,centro,rear,clear,bicycle,driver,21 to 30,male,mild,441.118.925,4.474.411.318,0,0,2019-02-12 22:00:00,1,2,2019,1,spain,comunidad de madrid,madrid,28012
2019-02-13 00:00:00,14:25:00,4,salamanca,rear,clear,bicycle,driver,51 to 60,female,mild,442.717.608,4.475.606.378,0,0,2019-02-13 14:25:00,1,2,2019,1,spain,comunidad de madrid,madrid,28020
2019-02-12 00:00:00,19:05:00,7,chamberí,side collision,clear,bicycle,driver,31 to 40,male,mild,440.249.383,4.476.111.443,0,0,2019-02-12 19:05:00,1,2,2019,1,spain,comunidad de madrid,madrid,28010
2019-02-14 00:00:00,14:20:00,3,retiro,side collision,clear,bicycle,driver,21 to 30,male,mild,441.641.903,4.473.131.909,0,0,2019-02-14 14:20:00,1,2,2019,1,spain,comunidad de madrid,madrid,28009
2019-02-14 00:00:00,18:00:00,3,retiro,fall,clear,bicycle,driver,31 to 40,female,unknown,442.250.850,4.472.927.385,0,0,2019-02-14 18:00:00,1,2,2019,1,spain,comunidad de madrid,madrid,28009
2019-02-14 00:00:00,20:00:00,7,chamberí,run over a person,clear,bicycle,driver,21 to 30,male,mild,440.962.718,4.475.537.912,0,0,2019-02-14 20:00:00,1,2,2019,1,spain,comunidad de madrid,madrid,28010
2019-02-14 00:00:00,20:00:00,7,chamberí,run over a person,clear,bicycle,pedestrian,21 to 30,male,low,440.962.718,4.475.537.912,0,0,2019-02-14 20:00:00,1,2,2019,1,spain,comunidad de madrid,madrid,28010
2019-02-13 00:00:00,17:30:00,16,hortaleza,run over a person,clear,bicycle,driver,41 to 50,male,mild,446.769.157,4.479.288.081,0,0,2019-02-13 17:30:00,1,2,2019,1,spain,comunidad de madrid,madrid,28004
2019-02-13 00:00:00,17:30:00,16,hortaleza,run over a person,clear,bicycle,pedestrian,21 to 30,female,mild,446.769.157,4.479.288.081,0,0,2019-02-13 17:30:00,1,2,2019,1,spain,comunidad de madrid,madrid,28004
2019-02-14 00:00:00,18:00:00,14,moratalaz,rear,clear,bicycle,driver,51 to 60,male,mild,447.036.201,4.473.090.434,0,0,2019-02-14 18:00:00,1,2,2019,1,spain,comunidad de madrid,madrid,28030
2019-01-25 00:00:00,4:00:00,1,centro,lateral front collision,unknown,bicycle,driver,21 to 30,male,mild,439.723.297,4.474.977.990,0,0,2019-01-25 04:00:00,1,1,2019,1,spain,comunidad de madrid,madrid,28012
2019-02-15 00:00:00,14:10:00,3,retiro,fall,clear,bicycle,driver,41 to 50,female,mild,442.044.127,4.473.590.577,0,0,2019-02-15 14:10:00,1,2,2019,1,spain,comunidad de madrid,madrid,28009
2019-02-16 00:00:00,14:05:00,1,centro,side collision,clear,bicycle,driver,31 to 40,male,unknown,440.448.384,4.472.982.627,0,0,2019-02-16 14:05:00,1,2,2019,1,spain,comunidad de madrid,madrid,28012
2019-02-17 00:00:00,9:00:00,11,carabanchel,rear,clear,bicycle,driver,31 to 40,male,severe,438.819.807,4.468.985.406,0,0,2019-02-17 09:00:00,1,2,2019,1,spain,comunidad de madrid,madrid,28025
2019-02-16 00:00:00,17:10:00,2,arganzuela,fall,clear,bicycle,driver,31 to 40,female,mild,440.402.235,4.471.979.964,0,0,2019-02-16 17:10:00,1,2,2019,1,spain,comunidad de madrid,madrid,28005
2019-02-16 00:00:00,19:55:00,11,carabanchel,fall,clear,bicycle,driver,41 to 50,female,mild,436.049.152,4.469.354.022,0,0,2019-02-16 19:55:00,1,2,2019,1,spain,comunidad de madrid,madrid,28025
2019-02-20 00:00:00,7:45:00,1,centro,fall,clear,bicycle,driver,younger than 21,female,mild,440.998.615,4.473.545.957,0,0,2019-02-20 07:45:00,1,2,2019,1,spain,comunidad de madrid,madrid,28012
2019-02-19 00:00:00,11:57:00,10,latina,lateral front collision,clear,bicycle,driver,51 to 60,male,mild,435.087.085,4.468.859.526,0,0,2019-02-19 11:57:00,1,2,2019,1,spain,comunidad de madrid,madrid,28047
2019-02-23 00:00:00,21:15:00,9,moncloa-aravaca,rear,clear,bicycle,driver,21 to 30,male,mild,439.497.277,4.475.020.228,0,0,2019-02-23 21:15:00,1,2,2019,1,spain,comunidad de madrid,madrid,28011
2019-02-23 00:00:00,10:35:00,2,arganzuela,fall,clear,bicycle,driver,41 to 50,male,mild,441.575.543,4.471.866.182,0,0,2019-02-23 10:35:00,1,2,2019,1,spain,comunidad de madrid,madrid,28005
2019-02-25 00:00:00,16:50:00,1,centro,fall,clear,bicycle,driver,31 to 40,female,mild,440.166.601,4.474.137.004,0,0,2019-02-25 16:50:00,1,2,2019,1,spain,comunidad de madrid,madrid,28012
2019-02-20 00:00:00,10:30:00,13,puente de vallecas,side collision,clear,bicycle,driver,21 to 30,male,mild,443.240.362,4.470.333.673,0,0,2019-02-20 10:30:00,1,2,2019,1,spain,comunidad de madrid,madrid,28053
2019-01-29 00:00:00,16:26:00,1,centro,fall,light rain,bicycle,driver,41 to 50,male,mild,441.287.733,4.474.891.012,0,0,2019-01-29 16:26:00,1,1,2019,1,spain,comunidad de madrid,madrid,28012
2019-02-27 00:00:00,10:25:00,3,retiro,fall,clear,bicycle,driver,51 to 60,male,mild,441.693.351,4.473.490.477,0,0,2019-02-27 10:25:00,1,2,2019,1,spain,comunidad de madrid,madrid,28009
2019-02-27 00:00:00,18:40:00,7,chamberí,rear,clear,bicycle,driver,51 to 60,male,mild,440.940.647,4.476.279.170,0,0,2019-02-27 18:40:00,1,2,2019,1,spain,comunidad de madrid,madrid,28010
2019-02-28 00:00:00,8:45:00,21,barajas,lateral front collision,clear,bicycle,driver,41 to 50,male,mild,447.982.355,4.480.245.196,0,0,2019-02-28 08:45:00,1,2,2019,1,spain,comunidad de madrid,madrid,28042
2019-02-28 00:00:00,7:30:00,7,chamberí,fall,clear,bicycle,driver,younger than 21,male,mild,441.526.705,4.475.814.984,0,0,2019-02-28 07:30:00,1,2,2019,1,spain,comunidad de madrid,madrid,28010
2019-03-02 00:00:00,4:00:00,1,centro,fall,clear,bicycle,driver,51 to 60,male,mild,441.241.952,4.473.478.808,1,0,2019-03-02 04:00:00,1,3,2019,1,spain,comunidad de madrid,madrid,28012
2019-03-01 00:00:00,13:00:00,7,chamberí,fall,clear,bicycle,driver,51 to 60,male,mild,440.995.376,4.477.322.478,0,0,2019-03-01 13:00:00,1,3,2019,1,spain,comunidad de madrid,madrid,28010
2019-03-01 00:00:00,20:45:00,3,retiro,lateral front collision,clear,bicycle,driver,younger than 21,male,mild,441.245.494,4.473.585.805,0,0,2019-03-01 20:45:00,1,3,2019,1,spain,comunidad de madrid,madrid,28009
2019-03-01 00:00:00,12:30:00,14,moratalaz,lateral front collision,clear,bicycle,driver,younger than 21,male,mild,446.715.696,4.472.212.970,0,0,2019-03-01 12:30:00,1,3,2019,1,spain,comunidad de madrid,madrid,28030
2019-03-02 00:00:00,13:30:00,2,arganzuela,fall,clear,bicycle,driver,21 to 30,female,severe,441.068.131,4.471.370.787,0,0,2019-03-02 13:30:00,1,3,2019,1,spain,comunidad de madrid,madrid,28005
2019-03-02 00:00:00,14:50:00,6,tetuán,fall,clear,bicycle,driver,31 to 40,female,mild,441.308.611,4.477.508.063,0,0,2019-03-02 14:50:00,1,3,2019,1,spain,comunidad de madrid,madrid,28013
2019-03-01 00:00:00,12:10:00,2,arganzuela,fall,clear,bicycle,driver,41 to 50,male,low,441.014.613,4.473.170.420,0,0,2019-03-01 12:10:00,1,3,2019,1,spain,comunidad de madrid,madrid,28005
2019-03-03 00:00:00,23:25:00,1,centro,side collision,clear,bicycle,driver,51 to 60,male,mild,441.308.313,4.473.394.106,0,0,2019-03-03 23:25:00,1,3,2019,1,spain,comunidad de madrid,madrid,28012
2019-03-03 00:00:00,20:55:00,7,chamberí,lateral front collision,clear,bicycle,driver,21 to 30,female,mild,439.193.847,4.475.913.350,0,0,2019-03-03 20:55:00,1,3,2019,1,spain,comunidad de madrid,madrid,28010
2019-02-22 00:00:00,20:05:00,11,carabanchel,rear,clear,bicycle,driver,41 to 50,male,mild,439.037.379,4.472.005.259,0,0,2019-02-22 20:05:00,1,2,2019,1,spain,comunidad de madrid,madrid,28025
2019-03-04 00:00:00,16:05:00,14,moratalaz,lateral front collision,clear,bicycle,driver,younger than 21,female,mild,444.341.363,4.473.488.371,0,0,2019-03-04 16:05:00,1,3,2019,1,spain,comunidad de madrid,madrid,28030
2019-03-04 00:00:00,15:45:00,3,retiro,side collision,clear,bicycle,driver,21 to 30,male,mild,441.556.529,4.474.421.309,0,0,2019-03-04 15:45:00,1,3,2019,1,spain,comunidad de madrid,madrid,28009
2019-03-04 00:00:00,11:35:00,3,retiro,fall,clear,bicycle,driver,41 to 50,male,mild,441.699.987,4.474.512.126,0,0,2019-03-04 11:35:00,1,3,2019,1,spain,comunidad de madrid,madrid,28009
2019-03-04 00:00:00,12:45:00,5,chamartín,side collision,clear,bicycle,driver,31 to 40,female,mild,441.392.866,4.477.183.998,0,0,2019-03-04 12:45:00,1,3,2019,1,spain,comunidad de madrid,madrid,28036
2019-03-05 00:00:00,16:15:00,21,barajas,lateral front collision,clear,bicycle,driver,31 to 40,male,mild,450.732.648,4.478.205.665,0,0,2019-03-05 16:15:00,1,3,2019,1,spain,comunidad de madrid,madrid,28042
2019-03-06 00:00:00,17:00:00,20,san blas-canillejas,lateral front collision,clear,bicycle,driver,41 to 50,female,mild,447.895.416,4.476.056.155,0,0,2019-03-06 17:00:00,1,3,2019,1,spain,comunidad de madrid,madrid,28022
2019-02-27 00:00:00,19:45:00,10,latina,lateral front collision,clear,bicycle,driver,younger than 21,female,mild,434.670.955,4.471.204.892,0,0,2019-02-27 19:45:00,1,2,2019,1,spain,comunidad de madrid,madrid,28047
2019-03-08 00:00:00,16:45:00,6,tetuán,lateral front collision,clear,bicycle,driver,21 to 30,male,mild,441.361.177,4.477.530.003,0,0,2019-03-08 16:45:00,1,3,2019,1,spain,comunidad de madrid,madrid,28013
2019-03-08 00:00:00,19:25:00,21,barajas,lateral front collision,clear,bicycle,driver,21 to 30,male,mild,447.485.250,4.479.344.450,0,0,2019-03-08 19:25:00,1,3,2019,1,spain,comunidad de madrid,madrid,28042
2019-03-10 00:00:00,14:58:00,16,hortaleza,front collision,clear,bicycle,driver,51 to 60,male,severe,444.961.775,4.481.296.613,0,0,2019-03-10 14:58:00,1,3,2019,1,spain,comunidad de madrid,madrid,28004
2019-03-10 00:00:00,14:58:00,16,hortaleza,front collision,clear,bicycle,driver,51 to 60,male,low,444.961.775,4.481.296.613,0,0,2019-03-10 14:58:00,1,3,2019,1,spain,comunidad de madrid,madrid,28004
2019-03-10 00:00:00,19:20:00,10,latina,front collision,clear,bicycle,driver,21 to 30,female,mild,438.508.734,4.472.993.839,0,0,2019-03-10 19:20:00,1,3,2019,1,spain,comunidad de madrid,madrid,28047
2019-03-10 00:00:00,22:00:00,10,latina,fall,clear,bicycle,driver,21 to 30,female,mild,438.677.021,4.474.289.185,0,0,2019-03-10 22:00:00,1,3,2019,1,spain,comunidad de madrid,madrid,28047
2019-03-11 00:00:00,21:30:00,1,centro,rear,unknown,bicycle,driver,31 to 40,female,unknown,439.532.246,4.474.864.617,0,0,2019-03-11 21:30:00,1,3,2019,1,spain,comunidad de madrid,madrid,28012
2019-03-11 00:00:00,21:00:00,4,salamanca,fall,clear,bicycle,driver,31 to 40,female,mild,444.072.427,4.474.733.553,0,0,2019-03-11 21:00:00,1,3,2019,1,spain,comunidad de madrid,madrid,28020
